task,sigma_s,sigma_r,wb,wg,wr,error
c,3,0.2,0.2,0.2,0.6,11767547
c,3,0.2,0.2,0.1,0.7,11779870
c,3,0.2,0.2,0.0,0.8,11786974
c,3,0.2,0.3,0.7,0.0,11171905
c,3,0.2,0.3,0.6,0.1,11301545
c,3,0.2,0.3,0.5,0.2,11390902
c,3,0.2,0.3,0.4,0.3,11504229
c,3,0.2,0.3,0.3,0.4,11615938
c,3,0.2,0.3,0.2,0.5,11697617
c,3,0.2,0.3,0.1,0.6,11737530
c,3,0.2,0.3,0.0,0.7,11750831
c,3,0.2,0.4,0.6,0.0,11157544
c,3,0.2,0.4,0.5,0.1,11236471
c,3,0.2,0.4,0.4,0.2,11342245
c,3,0.2,0.4,0.3,0.3,11466961
c,3,0.2,0.4,0.2,0.4,11568528
c,3,0.2,0.4,0.1,0.5,11643453
c,3,0.2,0.4,0.0,0.6,11692298
c,3,0.2,0.5,0.5,0.0,11109707
c,3,0.2,0.5,0.4,0.1,11209771
c,3,0.2,0.5,0.3,0.2,11310562
c,3,0.2,0.5,0.2,0.3,11409351
c,3,0.2,0.5,0.1,0.4,11494590
c,3,0.2,0.5,0.0,0.5,11568291
c,3,0.2,0.6,0.4,0.0,11070858
c,3,0.2,0.6,0.3,0.1,11178376
c,3,0.2,0.6,0.2,0.2,11271467
c,3,0.2,0.6,0.1,0.3,11352188
c,3,0.2,0.6,0.0,0.4,11415920
c,3,0.2,0.7,0.3,0.0,11030201
c,3,0.2,0.7,0.2,0.1,11117766
c,3,0.2,0.7,0.1,0.2,11197171
c,3,0.2,0.7,0.0,0.3,11270483
c,3,0.2,0.8,0.2,0.0,11006766
c,3,0.2,0.8,0.1,0.1,11067209
c,3,0.2,0.8,0.0,0.2,11107090
c,3,0.2,0.9,0.1,0.0,10984864
c,3,0.2,0.9,0.0,0.1,11002755
c,3,0.2,1.0,0.0,0.0,10951883
